reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0c5e20f4-6cda-4eab-af82-b803997e5900,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi gak jelas , mau update ke gopay plus verivikasi nya gagal terus sudah bener posisi kamera nya , kamera jg gak buram dan gak jelek , kamera jernih tetapi selalu gagal teruss apk sudah eror tidak rekomendasi pakai ewallet inii verivikasi gagal terus sudah 17x lebih gagal sudah cape , serasa di kerjain sama aplikasi nyaa",1,22,1.45.0,2025-04-07 09:31:13,"Hai Kak @Batak, mohon maaf atas ketidaknyamanannya. Sebelum kamu mencoba upgrade ke GoPay Plus, pastikan dokumen serta foto selfie yang kamu kirim sudah sesuai dengan ketentuan GoPay. Jika masih tidak bisa, silakan laporkan detailnya melalui email ke customerservice@gopay.co.id dan lampirkan kode psr-25-097-1046-13740 di subject email ya. ^Melisa",2025-04-07 10:46:41,1.45.0
3d635703-f0e0-4db4-a94c-ad9cebda6815,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baru kejadian! saya top up pulsa axis tapi tidak masuk! sudah beberapa kali saya keluar masuk aplikasi axis dan gopay nya tapi masih tetap tidak bisa! dan pas saya buka help/laporkan masalah di gopay malah tutup rugi saya!!,1,20,1.45.0,2025-04-06 17:15:52,"Hai Kak Novita, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-097-0524-49014 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2025-04-07 05:25:39,1.45.0
f57cc22e-ae8d-49aa-be92-dba3c01442d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"upgrade ke google + tidak bisa dikarenakan dokumen tidak jelas/ ada kerusakan seketika saya telfon cs gopay dong ketika ada kendala, saya sudah disuruh menunggu dan hasilnya suruh print ulang id kard (ktp) malah saya yang memberi solusi, barangkali saya menyimpan foto atau dalam bentuk lain bisa diupload? dan ternyata tidak bisa",1,3,1.45.0,2025-04-14 13:04:05,"Hai Kak Amo, mohon maat atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-104-1333-40443 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Melisa",2025-04-14 13:33:51,1.45.0
8706cbca-017a-4f7a-889e-b61f1267e33e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,masa setiap ngisi saldo besok nya ada pengeluaran padahal ga ngapa ngapain sering udah padahal ga buka apa-apa yang buat berbayar... mana dari 90 jadi ke 50...tolong diperbaiki yah sudah banyak soldo ku yang ilang ( ⚈̥̥̥̥̥́⌢⚈̥̥̥̥̥̀),1,12,1.45.0,2025-04-07 04:16:28,"Hai Kak Lisma, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-097-0700-40371 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Miko",2025-04-07 07:00:51,1.45.0
bcbe69f5-3807-4ae9-ac2e-9e701212b11b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi yang ok hanya sayang untuk gopay pinjamnya, terlalu bar-bar dalam menagih, kayak bukan manusia saja, terlalu banyak pengancaman, ya semoga ini aplikasi aman2 saja dan berkembang dengan baik, dan semua yg terlibat orang2nya baik juga kedepannya.",1,11,1.45.0,2025-04-11 08:12:06,"Hai Kak Syamsul, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan terkait layanan GoPay Pinjam, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com. ^Maura",2025-04-11 09:14:07,1.45.0
7e83396f-d305-42ff-a9f6-3b6e412e2764,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya merasa sayaa ditiru yang katanya top UP ff 100dm bakalan ada pengembalian saldo tapi ga dikembalikan.tapi kalau soal saldo masih terjaga dan aman dan pulsa juga murah tapi menurut kartu begitu juga dengan pulsa.tolong ya kalau memang ga mau kasih jangan di tarok promonya kan kasian orng jadi berharap,2,4,1.45.0,2025-04-07 03:33:02,"Hai, Kak Alamsyah. Sebelum membayar di Mitra Usaha, pastikan kode promo/voucher telah diaktifkan agar kamu bisa mendapatkan cashback. Jika cashback masih belum diterima, laporkan melalui halaman Bantuan > cari artikel ""Belum terima cashback setelah bertransaksi"" di kolom pencarian > isi form yang ada di artikel. Kami siap membantu kamu. ^Miko",2025-04-07 06:54:25,1.45.0
a6a5648c-071c-4557-9908-ed4801db8038,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi payah sama kaya my im3 sama aja. mending Lo hapus tuh qris sampah. masa gua beli paket data 3 gb lewat aplikasi my im3 bayarnya lewat gopay qris, gimana ceritanya di aplikasi gopay berhasil terbayar ,pas di cek di aplikasi my im3 gak terbayarkan sampai habis waktu pembayarannya. dan saldo gua gak balik lagi . emang duo sampah!!!!",1,1,1.45.0,2025-04-13 10:59:55,"Hai Kak @Kura-kura Ninja, mohon maaf atas ketidaknyamanannya. Terkait keluhan tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-103-1117-56533 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Maura",2025-04-13 11:18:03,1.45.0
3e65a296-0366-473b-98d7-c9c626ffee1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bener2 parah ini gopay sekarang buat kecewa udah mah waktu itu top up tgl 31 maret 2025 saldo ga masuk2 sampai sekarang dan sekarang malah klo mau transfer ribet pakai acara metode pembayaran segala..Bener2 ga jelas lebih baik gua pindah aplikasi aj,1,9,1.45.0,2025-04-12 13:04:59,"Hai Kak Ade, pastikan nomor tujuan sudah benar, sudah cek halaman Riwayat, dan coba keluar dan masuk kembali ke aplikasi. Jika saldo masih belum masuk, silakan laporkan melalui menu Bantuan > ketik 'Top up GoPay saya belum masuk' > isi formulir dan cantumkan kode psr-25-102-1416-59279 pada bagian 'Ceritakan lebih lanjut'. ^Maura",2025-04-12 14:17:05,1.45.0
77aac0bd-83cb-41b2-b90b-49d601621b5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini kali pertama dan terakhir saya menggunakan gopay ,karena promonya scam. katanya cashback 100% tetapi ini tidak klo emang ganiat ngasih promo ya gausah di tampilin juga ,mending saya pakai dompet digital lain , kesan pertama pakai malah lgsung kecewa. bagi teman"" yg mau top up jangan tergiur sama promo gopay ini lebih baik kalian pakai pembayaran yg lain ,yg lain lebih hemat dan ga scam .",1,12,1.45.0,2025-04-04 01:56:31,"Hai Kak Afif, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku. Apabila cashback belum masuk, mohon menunggu 1x24 jam terlebih dahulu. Selengkapnya dapat cek pada menu Bantuan di aplikasi GoPay > ketik ""Cashback GoPay saya belum masuk"" di kolom pencarian. ^Maura",2025-04-04 14:47:37,1.45.0
3a31bc82-0c0a-41ea-8cdd-8233c2201fd5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mohon aplikasinya dibenahi dan diperbaiki,saya sudah dua kali TF kerekening istri saya dan sebelum di tf sudah jelas2 saya lihat jelas2 nama dan nomor rekening benar,begitu saya TF malah terkirim ke rekening org lain,apabila sdh ada nomor REG org lain tertera atau sdh pernah kita TF nomor REG nya msh tersimpan maka akan otomatis terkirim ke nomor REG itu.untung saja org nya baik mau mengembalikan klau tidak bakalan lenyap duit kita,ini bukan sekali dua kali lg terjadi sudah berkali kali.",1,3,1.45.0,2025-04-12 14:25:35,"Hai Kak Marihot, mohon maaf atas ketidaknyamanannya. Terkait keluhan tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-102-1509-52708 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Maura",2025-04-12 15:09:58,1.45.0
7fe0c72f-4044-4519-bb25-24f19077fe2e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,PAKAI KODE RENDEM VOUCER MLBB top up tulisannya ada promo cash back tapi TIDAK DIKEMBALIKAN selilisih harganya sama aja harga normal. Sudah lapor CS via Email gak ada hasil dan gak ada arahan apapun dari Email balasan. Ahirnya sesi di tutup oleh CS dan SELISIH HARGA SAYA TIDAK ADA KEMBALIAN 1 RUPIAH PUN... NIPU promonya,1,6,1.45.0,2025-04-08 13:55:34,"Hai Kak @RZ st, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku. Apabila kamu mengalami kendala, silakan laporkan melalui menu Bantuan di aplikasi GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Melisa",2025-04-08 16:46:03,1.45.0
cde369da-4edc-4cf1-9dd8-dbe128f6a37b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa saldo saya yang awal 71.000 tiba"" dipotong 40.000 padahal saya beli paket data cuma 30.000 loh jadi sekarang saldo saya cuma 11.000... gimana solusinya ini tolong cek kan ya sudah lama saya pakai gojek baru kali ini loh...",1,0,1.45.0,2025-04-15 09:44:12,"Hai Kak Retno, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-105-1010-35290 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Melisa",2025-04-15 10:10:45,1.45.0
f1696c3d-4823-4214-ab2e-ae9ffc9d6a23,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sudah 3thn lebih saya pake gopay buat transaksi dan gak ada masalah tapi kali ini auto ganti ewallet laen karna saldo saya secara otomatis di transfer ke gopay tabungan tanpa ada comfirmasi dulu sampe sekarang uangnya belom masuk juga .,1,6,1.45.0,2025-04-03 02:25:23,"Hai Kak Siti, mohon menunggu terlebih dahulu maksimal 2x24 jam di hari kerja (diluar Sabtu, Minggu, atau Libur) dan cek saldo secara berkala ya. Jika masih berkendala, laporkan detailnya melalui menu Bantuan di aplikasi GoPay atau email ke customerservice@gopay.co.id dan cantumkan kode psr-25-093-1446-40529 pada subjek email. ^Miko",2025-04-03 14:46:56,1.45.0
09e59012-2ca2-4c54-9410-e8d5401ac655,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Geblek nih gopay, saya isi mandiri emoney transaksi sukses, saldo gopay terpotong tapi saldo emoney saya gak bertambah, lalu karena sangat perlu, pada jam yg sama terpaksa saya isi lagi pakai shopee pay & sukses menambah saldo emoney saya. Saya cari2 gimana bikin laporan nya eh oleh gopay disuruh lapor ke bank penerbit emoney nya (mandiri). Harusnya karena di gopay gak masuk & di shopee pay sukses, artinya masalahnya di gopay! Aplikasi anak bangsa tapi pelayanan kek sampah",1,37,1.45.0,2025-04-07 16:01:21,"Hai Kak Iin, mohon maat atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-097-1614-51782 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Melisa",2025-04-07 16:15:00,1.45.0
7e71b88d-1dab-4037-87c5-6a52b5bd8073,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sudah hampir 1 Minggu TF ke bank belum berhasil alasan bank gangguan lah. katanya 2 Minggu kok sampe skrng belum ACC juga. sudah chat jawab nya itu² aja. jadi takut TF pake gopay. TOLONG DIRESPON YA TERIMAKASIH,1,2,1.45.0,2025-04-12 03:21:10,"Hai Kak @Onde mande, mohon maat atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-102-0425-47475 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Melisa",2025-04-12 04:25:58,1.45.0
2b169601-e651-4599-b87b-d2989a71cc52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong ya saya tadi beli paket Telkomsel harga 75rb dengan isi kuota 15gb, Krena keadaan sya terpaksa beli meski kemahalan, TPI yg buat saya makin jengkel dengan apk ini yg masuk cuma 6gb saja, dan ini sudah ke dua kalinya, jadi tolong perbaiki lagi apknya Krena jelas ini merupakan suatu penipuan, terimakasih",1,25,1.45.0,2025-03-30 07:58:51,"Hai Kak Andi, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-089-0931-24884 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Melisa",2025-03-30 09:31:33,1.45.0
84a35139-0bba-4cce-a34a-253809daf161,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Top up 2 juta udah mau seminggu saldo ga masuk. respon CS template banget jawabannya. Ga ada kejelasan itu saldo kapan mau di kembalikan. komplain di aplikasi malah ditutup ga bisa komen lagi. Aneh sekali kalian. Merugikan konsumen banget. !!,1,15,1.45.0,2025-04-10 00:50:43,"Hai Kak Yunita, mohon maaf atas ketidaknyamanannya. Terkait laporanmu sudah ada tiket dinomor 212787947 dan sedang ditangani oleh tim kami. Kamu dapat melakukan pengecekkan progress-nya di menu My Ticket aplikasi GoPay atau Gojek kamu ya. ^Maura",2025-04-12 10:12:26,1.45.0
04503dfe-b913-48d9-a864-4c4428250f6e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya mencoba menggunakan kode promo di gopay, coba nunggu lama, sekalinya udh ada promonya coba make berhasil dan malah tulisan ada aktifitas tidak wajar, padahal cuma nungguin promonya di bilang ga wajar, apa coba ini aneh",1,0,1.45.0,2025-04-15 10:12:47,"Hai Kak Aulia, mohon maaf atas ketidaknyamanannya. Terkait laporanmu sudah ada tiket dinomor 213143608 dan sedang ditangani oleh tim kami. Kamu dapat melakukan pengecekkan progress-nya di menu My Ticket aplikasi GoPay atau Gojek kamu ya. ^Maura",2025-04-16 05:14:54,1.45.0
da3c1914-e1c0-4a0f-9baf-d80582926088,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi sampah, katanya cashback 100% tapi pas udah transaksi nggak dapet Cashback. udah 2× gitu pas pertama katanya metode salah, trs pas kedua katanya ada aktivitas tidak wajar, emang sampah",1,3,1.45.0,2025-04-08 08:37:08,"Hai Kak Udin, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku. Apabila kamu mengalami kendala, silakan laporkan melalui menu Bantuan di aplikasi GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Melisa",2025-04-08 10:05:02,1.45.0
