reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,clean_text
684a8c50-325c-4c0e-b5fa-6f4c6da1fcfd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"please lah mau transfer aja lama banget selalu ga bisa ada perbaikan terus,udh berkali kali sebelum sebelumnya juga gini,jangan dalam perbaikan terus dong,orang mau Transfer jadi lama kan",1,27,1.44.0,2025-04-03 17:56:22,"Hai Kak Josephina, sebelum transfer, pastikan status upgrade GoPay Plus sudah 'Diterima', nomor penerima valid dan tidak terblokir. Jika masih bermasalah, silakan kunjungi menu Bantuan di aplikasi GoPay atau email ke customerservice@gopay.co.id dan cantumkan kode psr-25-094-1238-52411 pada subjek email. ^Maura",2025-04-04 12:39:01,1.44.0,negatif,please transfer saja banget ga perbaikan terusudh berkali kali ginijangan perbaikan dongorang transfer
8706cbca-017a-4f7a-889e-b61f1267e33e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,masa setiap ngisi saldo besok nya ada pengeluaran padahal ga ngapa ngapain sering udah padahal ga buka apa-apa yang buat berbayar... mana dari 90 jadi ke 50...tolong diperbaiki yah sudah banyak soldo ku yang ilang ( ⚈̥̥̥̥̥́⌢⚈̥̥̥̥̥̀),1,9,1.45.0,2025-04-07 04:16:28,"Hai Kak Lisma, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-097-0700-40371 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Miko",2025-04-07 07:00:51,1.45.0,negatif,mengisi saldo besok nya pengeluaran ga ngapa sedang apa sudah ga buka apaapa berbayar tolong diperbaiki yah soldo ku hilang
bcbe69f5-3807-4ae9-ac2e-9e701212b11b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi yang ok hanya sayang untuk gopay pinjamnya, terlalu bar-bar dalam menagih, kayak bukan manusia saja, terlalu banyak pengancaman, ya semoga ini aplikasi aman2 saja dan berkembang dengan baik, dan semua yg terlibat orang2nya baik juga kedepannya.",1,2,1.45.0,2025-04-11 08:12:06,"Hai Kak Syamsul, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan terkait layanan GoPay Pinjam, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com. ^Maura",2025-04-11 09:14:07,1.45.0,negatif,aplikasi ok sayang gopay pinjamnya barbar menagih kayak manusia pengancaman iya semoga aplikasi aman berkembang yang terlibat orangnya kedepannya
8f96181f-5ab6-48ef-a2f3-2044ac053ebe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong diproses.. saya top up e-money mandiri pagi hari, notifikasi berhasil tp saldo tidak kunjung masuk.. saldo di gopay sudah terpotong, di update e-money berkali-kali tetep ga masuk.. coba top up lewat aplikasi lain berhasil... mencoba complain ke gopay,dengan santai jawab sudah berhasil,.. alhasil ilang saldo 100rb.. 100rb x 100 orang berapa keuntungan nya",1,49,1.44.0,2025-03-28 14:27:20,"Hai Kak Ponco, mohon maaf atas ketidaknyamanannya. Terkait laporanmu sudah ada tiket dinomor 211792525 dan sedang ditangani oleh tim kami. Kamu dapat melakukan pengecekkan progress-nya di menu My Ticket aplikasi GoPay atau Gojek kamu ya. ^Maura",2025-03-29 02:26:42,1.44.0,negatif,tolong diproses top up emoney mandiri pagi notifikasi berhasil tapi saldo kunjung masuk saldo gopay terpotong update emoney berkalikali tetep ga masuk coba top up aplikasi berhasil mencoba complain gopaydengan santai berhasil alhasil hilang saldo rb rb x orang keuntungan nya
4a2b63ec-6389-43a7-a12e-a2578682da5d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bisa ngga sih kalo ada libur lebaran yang menyebabkan aktifitas terganggu, kasih informasi langsung yang besar, ini saya topup malah jadi ngga masuk masuk loh sialan..... selama libur lebaran off kan ajah seklaian, daripada menghambat aktivitas seperti inii!!! kalau sudah diperbaiki bintang akan saya ubah kembali!!!",1,17,1.44.0,2025-04-02 14:34:14,"Hai Kak Ravi, kami mohon maaf atas kondisi yang Kakak alami. Terkait hal ini, dapat kami sampaikan bahwa ada pemeliharaan sistem yang mempengaruhi transaksi Kakak & saat ini sudah kembali normal. Berkenan untuk melakukan pengecekan kembali di akun tujuan secara berkala ya Kak. Mohon maaf atas ketidaknyamanannya. Salam hangat. ^Miko",2025-04-02 16:56:15,1.44.0,negatif,tidak sih kalau libur lebaran menyebabkan aktifitas terganggu kasih informasi langsung topup tidak masuk masuk loh sialan libur lebaran off ajah seklaian menghambat aktivitas inii diperbaiki bintang ubah
3749de91-807e-4fb7-b47c-9368bcc24ce7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"merasa hampir kecewa dengan Gopay. knpa setelah update ada² aja kendala nya, dari mengisi saldo yg notif sudah masuk tapi saldo nya gak terisi-isi... saldo kan ada 200k tiba tinggal 170k lah 30k nya kemna? pdahal transaksi pengeluaran 30k nya gak ada... pdahal aku udah upgrade ke premium masih aja ada kendala nya... ( saran ku tingkat kan ke amanan nya lgi )",1,96,1.44.0,2025-04-04 03:00:50,"Hai Kak Jhohan, mohon maaf atas ketidaknyamanannya. Terkait keluhan tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-094-1509-10203 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Maura",2025-04-04 15:09:17,1.44.0,negatif,kecewa gopay kenapa update ada² saja kendala nya mengisi saldo yang notif masuk saldo nya gak terisiisi saldo ke tinggal ke ke nya kemna pdahal transaksi pengeluaran ke nya gak pdahal sudah upgrade premium saja kendala nya saran ku tingkat amanan nya lagi
3b912ae0-acf7-4656-a0c9-ca3de9c808dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gak banget aplikasinya, kalau transfer kadang lama masuk, gopaylaternya juga gak jelas tiba-tiba diblokir dengan alasan aktifitas yang mencurigakan, ditanya spesifik kenapa juga gak dijelasin, padahal pembayaran tidak pernah lewat jatuh tempo, gk rekomen pokoknya",1,190,1.44.0,2025-03-29 08:14:22,"Hai Kak Rizki, mohon maaf atas ketidaknyamanannya. Terkait laporanmu sudah ada tiket dinomor 211972191 dan sedang ditangani oleh tim kami. Kamu dapat melakukan pengecekkan progress-nya di menu My Ticket aplikasi GoPay atau Gojek kamu ya. ^Maura",2025-04-02 06:48:38,1.44.0,negatif,gak banget aplikasinya transfer kadang masuk gopaylaternya gak tibatiba diblokir alasan aktifitas mencurigakan spesifik gak dijelasin pembayaran jatuh tempo gk rekomen pokoknya
36a9994c-98e5-4427-84a5-d23484698d3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya top up gopay, walau nominal kecil tapi tidak masuk², dan saya ajukan bantuan tetapi tidak ada respon. kenapa kalau membuat informasi tentang kendala sistem atau sistem sedang libur kok di menu bantuan... ! seharus nya kan di beranda luar biar pengguna tau kalau gopay sedang libur atau apalah.... ini info di taruh di menu bantuan.... tolong dibenahi sistem nya... jangan kayak gini lagi... TIWAS TOP UP Gopay Kurang Ajar",1,34,1.44.0,2025-04-02 15:43:33,"Hai Kak Fathul, mohon maaf atas ketidaknyamanan yang dialami. Dapat kami sampaikan bahwa sebelumnya terdapat pemeliharaan sistem sehingga transaksi Kakak terhambat sementara. Silakan Kakak untuk melakukan pengecekan secara berkala. Terima kasih. ^Maura",2025-04-03 05:14:47,1.44.0,negatif,top up gopay nominal masuk² ajukan bantuan respon informasi kendala sistem sistem libur menu bantuan seharus nya beranda biar pengguna tahu gopay libur apalah informasi taruh menu bantuan tolong dibenahi sistem nya kayak gini tiwas top up gopay ajar
7e83396f-d305-42ff-a9f6-3b6e412e2764,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya merasa sayaa ditiru yang katanya top UP ff 100dm bakalan ada pengembalian saldo tapi ga dikembalikan.tapi kalau soal saldo masih terjaga dan aman dan pulsa juga murah tapi menurut kartu begitu juga dengan pulsa.tolong ya kalau memang ga mau kasih jangan di tarok promonya kan kasian orng jadi berharap,2,3,1.45.0,2025-04-07 03:33:02,"Hai, Kak Alamsyah. Sebelum membayar di Mitra Usaha, pastikan kode promo/voucher telah diaktifkan agar kamu bisa mendapatkan cashback. Jika cashback masih belum diterima, laporkan melalui halaman Bantuan > cari artikel ""Belum terima cashback setelah bertransaksi"" di kolom pencarian > isi form yang ada di artikel. Kami siap membantu kamu. ^Miko",2025-04-07 06:54:25,1.45.0,negatif,sayaa ditiru top up ff dm pengembalian saldo ga dikembalikantapi saldo terjaga aman pulsa murah kartu pulsatolong iya ga kasih tarok promonya kasian orng berharap
77aac0bd-83cb-41b2-b90b-49d601621b5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini kali pertama dan terakhir saya menggunakan gopay ,karena promonya scam. katanya cashback 100% tetapi ini tidak klo emang ganiat ngasih promo ya gausah di tampilin juga ,mending saya pakai dompet digital lain , kesan pertama pakai malah lgsung kecewa. bagi teman"" yg mau top up jangan tergiur sama promo gopay ini lebih baik kalian pakai pembayaran yg lain ,yg lain lebih hemat dan ga scam .",1,9,1.45.0,2025-04-04 01:56:31,"Hai Kak Afif, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku. Apabila cashback belum masuk, mohon menunggu 1x24 jam terlebih dahulu. Selengkapnya dapat cek pada menu Bantuan di aplikasi GoPay > ketik ""Cashback GoPay saya belum masuk"" di kolom pencarian. ^Maura",2025-04-04 14:47:37,1.45.0,negatif,kali gopay promonya scam cashback kalau emang ganiat memberikan promo iya gausah tampilin lebih baik pakai dompet digital kesan pakai lgsung kecewa teman yang top up tergiur promo gopay pakai pembayaran yang yang hemat ga scam
